brand,region,city,location_type,event_type,start_date,end_date,lease_length_days,sku,product_name,price_usd,avg_daily_footfall,units_sold,sell_through_pct,sold per day,Total Revenue,Total Visitors 
Valentino Beauty,North America,Toronto,High-Street,Mall Kiosk,12/7/24,1/26/25,50,LE-H4267ZH0,Valentino Beauty Éclat Highlighter,88.24,1620,1068,44.7,21.36,94240.32,81000
Valentino Beauty,Latin America,Lima,High-Street,Mobile Pop-Up Truck,5/12/25,5/27/25,15,LE-FAQ7NN4X,Valentino Beauty Velvet Primer,49.93,1994,966,75.41,64.4,48232.38,29910
YSL Beauty,Asia-Pacific,Singapore,Department Store Atrium,Standalone Pop-Up,3/15/24,5/11/24,57,LE-XUHTU8YS,YSL Beauty Éclat Setting Powder,73.66,520,1864,84.77,32.70175439,137302.24,29640
Huda Beauty,North America,New York,Airport Duty-Free,Shop-in-Shop,7/11/24,7/14/24,3,LE-JINW0DIM,Huda Beauty Velvet Eyeshadow Palette,59.7,1007,1230,79.56,410,73431,3021
Fenty Beauty,Middle East,Doha,Luxury Mall,Flash Event,6/19/25,7/28/25,39,LE-B2TCG15E,Fenty Beauty Rouge Setting Powder,76.14,1315,1155,75.84,29.61538462,87941.7,51285
Shiseido,Europe,Milan,Art/Design District,Standalone Pop-Up,1/4/25,2/4/25,31,LE-DBO6MO8G,Shiseido Glow Mascara,60.92,1001,2846,73.85,91.80645161,173378.32,31031
Charlotte Tilbury,Asia-Pacific,Hong Kong,Art/Design District,Flash Event,4/11/24,4/21/24,10,LE-VAGSC9AV,Charlotte Tilbury Opulence Highlighter,66.58,1070,3632,90.94,363.2,241818.56,10700
Bobbi Brown,Latin America,São Paulo,Airport Duty-Free,Standalone Pop-Up,12/23/24,3/15/25,82,LE-LLYIKDH8,Bobbi Brown Opulence Fragrance,315.45,1771,3900,88.5,47.56097561,1230255,145222
Chanel,Europe,Berlin,Airport Duty-Free,Flash Event,4/26/24,7/9/24,74,LE-2MZJSPNN,Chanel Opulence Setting Powder,59.25,2202,756,72.55,10.21621622,44793,162948
YSL Beauty,Europe,Madrid,Department Store Atrium,Flash Event,6/2/24,7/31/24,59,LE-843PZ73F,YSL Beauty Satin Lipstick,45,1356,1208,51.54,20.47457627,54360,80004
Estée Lauder,Latin America,Bogotá,Department Store Atrium,Standalone Pop-Up,12/12/24,3/3/25,81,LE-QB2PS7Y8,Estée Lauder Opulence Lipstick,69.74,1148,1202,50.91,14.83950617,83827.48,92988
Rare Beauty,Asia-Pacific,Hong Kong,Airport Duty-Free,Flash Event,6/8/24,8/26/24,79,LE-5E7L9N9D,Rare Beauty Glow Fragrance,385.9,932,599,62.85,7.582278481,231154.1,73628
Lancôme,Europe,Paris,Luxury Mall,Mobile Pop-Up Truck,5/5/24,7/10/24,66,LE-SM2590P8,Lancôme Lumière Eyeshadow Palette,84.12,1416,2301,85.83,34.86363636,193560.12,93456
Estée Lauder,Asia-Pacific,Shanghai,Airport Duty-Free,Shop-in-Shop,9/11/24,10/20/24,39,LE-RK239SIC,Estée Lauder Éclat Setting Powder,55.34,904,2327,57.5,59.66666667,128776.18,35256
Lancôme,Europe,London,Luxury Mall,Shop-in-Shop,3/4/25,4/15/25,42,LE-7N5GAFYB,Lancôme Noir Serum,229.69,1423,1256,76.77,29.9047619,288490.64,59766
Fenty Beauty,North America,Toronto,Luxury Mall,Standalone Pop-Up,8/3/24,10/13/24,71,LE-QDFUBI6X,Fenty Beauty Mirage Foundation,66.07,755,746,74.16,10.50704225,49288.22,53605
Lancôme,Middle East,Dubai,High-Street,Standalone Pop-Up,8/24/24,9/26/24,33,LE-F8OP6K3C,Lancôme Rouge Foundation,66.37,1501,746,97.9,22.60606061,49512.02,49533
La Prairie,Asia-Pacific,Singapore,High-Street,Flash Event,4/21/25,7/2/25,72,LE-SZ6X75G2,La Prairie Mirage Eyeshadow Palette,148.53,1352,1956,45.83,27.16666667,290524.68,97344
Tom Ford Beauty,Middle East,Jeddah,Art/Design District,Flash Event,12/18/24,2/10/25,54,LE-I7CJ0TIT,Tom Ford Beauty Lumière Mascara,40.89,609,1831,64.7,33.90740741,74869.59,32886
Rare Beauty,Europe,Milan,Department Store Atrium,Shop-in-Shop,5/18/24,7/2/24,45,LE-NAM1NJSK,Rare Beauty Opulence Serum,80.74,1874,2513,100,55.84444444,202899.62,84330
La Prairie,Middle East,Jeddah,Department Store Atrium,Mall Kiosk,6/4/24,8/24/24,81,LE-LPJW9I49,La Prairie Pearl Setting Powder,81.83,654,3783,78.29,46.7037037,309562.89,52974
Armani Beauty,Europe,Paris,Luxury Mall,Flash Event,3/17/25,4/16/25,30,LE-35USI079,Armani Beauty Pearl Highlighter,63.56,1311,739,65.69,24.63333333,46970.84,39330
Estée Lauder,Latin America,Lima,High-Street,Mobile Pop-Up Truck,6/11/24,7/18/24,37,LE-4NK93I5G,Estée Lauder Rouge Highlighter,54.54,2350,1458,60.02,39.40540541,79519.32,86950
Rare Beauty,Latin America,Bogotá,Luxury Mall,Standalone Pop-Up,8/27/24,11/10/24,75,LE-HVOL7VRW,Rare Beauty Éclat Setting Powder,68.09,1329,2975,62.4,39.66666667,202567.75,99675
Clé de Peau Beauté,Middle East,Riyadh,Airport Duty-Free,Mobile Pop-Up Truck,3/29/24,6/17/24,80,LE-UG9CPTHD,Clé de Peau Beauté Glow Serum,166.72,1499,881,98.77,11.0125,146880.32,119920
Fenty Beauty,Europe,Milan,High-Street,Flash Event,7/29/24,8/19/24,21,LE-XI9VPGFO,Fenty Beauty Satin Highlighter,64.3,1427,934,66.86,44.47619048,60056.2,29967
Chanel,Latin America,São Paulo,High-Street,Mall Kiosk,5/29/24,8/25/24,88,LE-6PEABDUM,Chanel Opulence Blush,64.13,902,2507,53.25,28.48863636,160773.91,79376
Chanel,Asia-Pacific,Hong Kong,Department Store Atrium,Mall Kiosk,4/13/24,4/23/24,10,LE-PG6LH6IQ,Chanel Pearl Lipstick,40.46,607,242,53.9,24.2,9791.32,6070
Hourglass,Europe,Paris,Airport Duty-Free,Shop-in-Shop,8/23/24,8/26/24,3,LE-4GV3EBSR,Hourglass Lumière Blush,45.84,1081,1829,71.31,609.6666667,83841.36,3243
Estée Lauder,Middle East,Riyadh,High-Street,Mall Kiosk,7/12/24,9/26/24,76,LE-UAK9M57Z,Estée Lauder Noir Fragrance,246.76,1563,4834,100,63.60526316,1192837.84,118788
Rare Beauty,Asia-Pacific,Singapore,Department Store Atrium,Flash Event,9/21/24,11/8/24,48,LE-ODOQMFE9,Rare Beauty Satin Blush,65.58,881,3622,91.93,75.45833333,237530.76,42288
Shiseido,Latin America,Buenos Aires,High-Street,Flash Event,6/2/24,6/7/24,5,LE-OXI2AZP9,Shiseido Mirage Lipstick,38.55,2294,1996,88.63,399.2,76945.8,11470
Lancôme,Asia-Pacific,Unknown,High-Street,Standalone Pop-Up,10/8/24,12/31/24,84,LE-ZD75C2TS,Lancôme Éclat Mascara,50.54,1662,2441,59.1,29.05952381,123368.14,139608
MAC Cosmetics,Latin America,São Paulo,Airport Duty-Free,Flash Event,4/4/25,4/21/25,17,LE-FLAW4KKH,MAC Cosmetics Pearl Blush,44.61,1445,2730,92.01,160.5882353,121785.3,24565
Huda Beauty,Middle East,Jeddah,Department Store Atrium,Mall Kiosk,3/25/24,4/4/24,10,LE-RM8PON89,Huda Beauty Éclat Blush,51.73,1041,1551,42.87,155.1,80233.23,10410
Clé de Peau Beauté,Middle East,Riyadh,High-Street,Mall Kiosk,2/11/25,4/22/25,70,LE-8MREBUE5,Clé de Peau Beauté Satin Fragrance,379.11,2815,1858,65.26,26.54285714,704386.38,197050
Lancôme,Asia-Pacific,Seoul,Luxury Mall,Mobile Pop-Up Truck,4/3/25,4/28/25,25,LE-ACCEK8TF,Lancôme Noir Primer,51.73,1114,1959,72.21,78.36,101339.07,27850
Lancôme,Latin America,Bogotá,Luxury Mall,Shop-in-Shop,2/1/25,3/5/25,32,LE-K0Y4K1NY,Lancôme Éclat Foundation,119.77,1215,2500,68.79,78.125,299425,38880
Hourglass,Asia-Pacific,Tokyo,Luxury Mall,Flash Event,9/13/24,11/10/24,58,LE-PKUHE9N8,Hourglass Velvet Lipstick,79.14,1425,1380,54.05,23.79310345,109213.2,82650
Estée Lauder,Latin America,São Paulo,Department Store Atrium,Mall Kiosk,5/11/24,6/10/24,30,LE-QNX7CUR6,Estée Lauder Mirage Fragrance,391.4,1137,1334,53.81,44.46666667,522127.6,34110
La Prairie,Latin America,Mexico City,Luxury Mall,Shop-in-Shop,8/27/24,9/15/24,19,LE-UDQD3SU3,La Prairie Velvet Highlighter,64.59,2111,3260,69.2,171.5789474,210563.4,40109
MAC Cosmetics,North America,Chicago,Art/Design District,Shop-in-Shop,3/11/24,3/29/24,18,LE-YZMO456S,MAC Cosmetics Velvet Fragrance,164.56,576,3319,67.87,184.3888889,546174.64,10368
Lancôme,Latin America,São Paulo,High-Street,Standalone Pop-Up,8/12/24,10/18/24,67,LE-SYW7CN97,Lancôme Éclat Mascara,47.71,2506,2040,50.97,30.44776119,97328.4,167902
Valentino Beauty,Asia-Pacific,Shanghai,Luxury Mall,Mobile Pop-Up Truck,4/20/24,6/21/24,62,LE-O875CHCE,Valentino Beauty Lumière Mascara,40.95,736,1836,92.82,29.61290323,75184.2,45632
Estée Lauder,Middle East,Riyadh,Luxury Mall,Flash Event,2/24/24,3/29/24,34,LE-EJFBWPED,Estée Lauder Opulence Serum,291.54,1331,3764,86.37,110.7058824,1097356.56,45254
Hermès Beauty,Europe,Berlin,High-Street,Flash Event,8/13/24,10/3/24,51,LE-N1WFJEGR,Hermès Beauty Pearl Foundation,103.07,1980,4348,97.51,85.25490196,448148.36,100980
Tom Ford Beauty,Asia-Pacific,Tokyo,Airport Duty-Free,Flash Event,12/10/24,2/10/25,62,LE-LKNU460T,Tom Ford Beauty Rouge Blush,38.17,2329,1510,59.83,24.35483871,57636.7,144398
Estée Lauder,Latin America,Lima,Luxury Mall,Mobile Pop-Up Truck,8/25/24,10/12/24,48,LE-FVWVOTBI,Estée Lauder Éclat Primer,76.22,1266,1534,55.5,31.95833333,116921.48,60768
Tom Ford Beauty,Latin America,Buenos Aires,Airport Duty-Free,Flash Event,9/21/24,9/27/24,6,LE-T1PD0CNK,Tom Ford Beauty Opulence Fragrance,310.88,2232,1395,63.55,232.5,433677.6,13392
YSL Beauty,North America,Toronto,Department Store Atrium,Shop-in-Shop,6/9/24,7/2/24,23,LE-5ZZZLRNR,YSL Beauty Pearl Foundation,62.14,929,3298,69.34,143.3913043,204937.72,21367
Clé de Peau Beauté,Asia-Pacific,Shanghai,Luxury Mall,Mobile Pop-Up Truck,4/6/25,5/7/25,31,LE-ER3XFHBO,Clé de Peau Beauté Mirage Eyeshadow Palette,102.86,1469,1271,68.11,41,130735.06,45539
YSL Beauty,North America,Chicago,Airport Duty-Free,Mall Kiosk,7/2/24,8/17/24,46,LE-5ODNYHIA,YSL Beauty Éclat Lipstick,53.78,2223,901,69.15,19.58695652,48455.78,102258
Valentino Beauty,Europe,Berlin,High-Street,Mall Kiosk,12/7/24,1/25/25,49,LE-44MES5ZN,Valentino Beauty Mirage Lipstick,66.18,2136,1344,61.51,27.42857143,88945.92,104664
Bobbi Brown,Latin America,Mexico City,Luxury Mall,Mall Kiosk,4/5/25,6/5/25,61,LE-WP122ZPA,Bobbi Brown Pearl Highlighter,51.43,790,818,44.03,13.40983607,42069.74,48190
Givenchy Beauty,Middle East,Riyadh,Luxury Mall,Flash Event,1/4/25,3/3/25,58,LE-0JUCM46Y,Givenchy Beauty Opulence Eyeshadow Palette,97.96,787,1154,88.91,19.89655172,113045.84,45646
Bobbi Brown,North America,Los Angeles,High-Street,Flash Event,8/3/24,10/31/24,89,LE-ZWEQCG8C,Bobbi Brown Éclat Primer,49.69,1045,1234,70.72,13.86516854,61317.46,93005
Shiseido,North America,Miami,Airport Duty-Free,Shop-in-Shop,5/11/25,7/25/25,75,LE-FY3XSR9S,Shiseido Lumière Highlighter,65.75,1061,2858,73.98,38.10666667,187913.5,79575
Armani Beauty,Latin America,Bogotá,Art/Design District,Standalone Pop-Up,4/6/24,6/14/24,69,LE-OVSQWV0L,Armani Beauty Satin Setting Powder,75.8,1146,4042,87.21,58.57971014,306383.6,79074
MAC Cosmetics,Asia-Pacific,Hong Kong,Luxury Mall,Standalone Pop-Up,9/16/24,11/18/24,63,LE-HG3ERQYE,MAC Cosmetics Glow Eyeshadow Palette,127.29,2011,3535,90.09,56.11111111,449970.15,126693
MAC Cosmetics,Asia-Pacific,Shanghai,Airport Duty-Free,Flash Event,6/4/25,7/21/25,47,LE-AKN70OEK,MAC Cosmetics Satin Primer,68.97,1826,4319,98.88,91.89361702,297881.43,85822
Huda Beauty,Middle East,Abu Dhabi,Art/Design District,Shop-in-Shop,2/9/25,4/6/25,56,LE-PORULQP2,Huda Beauty Éclat Blush,54.8,582,1987,76.63,35.48214286,108887.6,32592
Clé de Peau Beauté,Europe,Berlin,Luxury Mall,Flash Event,4/5/24,5/25/24,50,LE-6WK2XZR9,Clé de Peau Beauté Rouge Highlighter,70.14,1635,3342,76.3,66.84,234407.88,81750
Estée Lauder,Middle East,Dubai,Department Store Atrium,Standalone Pop-Up,2/15/25,3/11/25,24,LE-W8VBOE2M,Estée Lauder Velvet Highlighter,42.03,1421,3436,80.94,143.1666667,144415.08,34104
Lancôme,Middle East,Dubai,Airport Duty-Free,Shop-in-Shop,6/21/24,7/27/24,36,LE-GDH7A7SY,Lancôme Mirage Setting Powder,70.69,1873,637,86.08,17.69444444,45029.53,67428
Charlotte Tilbury,Middle East,Riyadh,Department Store Atrium,Flash Event,8/14/24,9/5/24,22,LE-HJWD23J4,Charlotte Tilbury Rouge Primer,71.39,689,1179,53.08,53.59090909,84168.81,15158
Shiseido,Asia-Pacific,Tokyo,Luxury Mall,Mall Kiosk,12/30/24,1/21/25,22,LE-XL6E9W8C,Shiseido Velvet Foundation,96.98,1054,376,88.89,17.09090909,36464.48,23188
Huda Beauty,North America,Toronto,Art/Design District,Standalone Pop-Up,5/17/25,5/29/25,12,LE-9E9SCTV9,Huda Beauty Lumière Serum,231.86,1169,519,39.5,43.25,120335.34,14028
Pat McGrath Labs,Europe,London,Department Store Atrium,Shop-in-Shop,4/17/25,5/6/25,19,LE-T6XDDIMH,Pat McGrath Labs Pearl Eyeshadow Palette,109.14,1262,2654,74.74,139.6842105,289657.56,23978
Hourglass,Asia-Pacific,Hong Kong,Luxury Mall,Mall Kiosk,4/10/25,4/25/25,15,LE-9SC4WLHH,Hourglass Satin Primer,47.66,2069,1249,79.5,83.26666667,59527.34,31035
Hourglass,Latin America,Bogotá,Art/Design District,Mall Kiosk,10/7/24,11/28/24,52,LE-XBP4MKXM,Hourglass Noir Setting Powder,84.25,666,3219,71.87,61.90384615,271200.75,34632
Bobbi Brown,Latin America,São Paulo,High-Street,Shop-in-Shop,2/14/25,3/20/25,34,LE-F7JJF7YU,Bobbi Brown Glow Serum,208.7,1286,1611,40.64,47.38235294,336215.7,43724
Huda Beauty,Latin America,Unknown,High-Street,Shop-in-Shop,5/7/24,7/10/24,64,LE-L1JCULF4,Huda Beauty Noir Eyeshadow Palette,67.79,1584,2094,82.64,32.71875,141952.26,101376
NARS,Asia-Pacific,Unknown,Airport Duty-Free,Mall Kiosk,5/10/24,7/25/24,76,LE-692CS008,NARS Satin Blush,68.47,1834,3087,72.33,40.61842105,211366.89,139384
Dior,Latin America,São Paulo,Art/Design District,Flash Event,4/1/25,5/28/25,57,LE-AZK5MEYK,Dior Lumière Primer,41.67,1067,2476,99.08,43.43859649,103174.92,60819
Hourglass,Asia-Pacific,Seoul,Department Store Atrium,Flash Event,11/8/24,1/19/25,72,LE-CNGS4VJA,Hourglass Éclat Fragrance,358.15,1285,725,96.03,10.06944444,259658.75,92520
Pat McGrath Labs,Middle East,Jeddah,Department Store Atrium,Flash Event,4/5/24,7/4/24,90,LE-DD4A8Z33,Pat McGrath Labs Pearl Mascara,70.42,1852,4787,98.68,53.18888889,337100.54,166680
Sisley-Paris,North America,Chicago,Art/Design District,Mall Kiosk,3/18/25,6/4/25,78,LE-03N28MA3,Sisley-Paris Éclat Lipstick,78.69,625,3070,80.94,39.35897436,241578.3,48750
Pat McGrath Labs,Europe,London,Department Store Atrium,Flash Event,6/9/24,6/20/24,11,LE-OPZHF73P,Pat McGrath Labs Rouge Serum,103.91,1072,1973,85.89,179.3636364,205014.43,11792
Hourglass,Europe,Milan,High-Street,Shop-in-Shop,5/8/24,7/6/24,59,LE-0EQJHVX4,Hourglass Lumière Primer,75.55,1870,2265,66.48,38.38983051,171120.75,110330
Estée Lauder,Asia-Pacific,Tokyo,Department Store Atrium,Mall Kiosk,2/29/24,3/12/24,12,LE-QOJK5WMF,Estée Lauder Velvet Blush,51.37,560,1505,72.78,125.4166667,77311.85,6720
Huda Beauty,Latin America,Mexico City,Luxury Mall,Flash Event,9/15/24,11/27/24,73,LE-WT0U6WN1,Huda Beauty Éclat Mascara,61.08,696,945,79.41,12.94520548,57720.6,50808
Sisley-Paris,North America,Miami,Luxury Mall,Mall Kiosk,1/15/25,4/15/25,90,LE-1XP34SOX,Sisley-Paris Éclat Serum,132.38,1288,991,56.6,11.01111111,131188.58,115920
Chanel,Asia-Pacific,Singapore,Luxury Mall,Flash Event,11/26/24,2/18/25,84,LE-V8LC2CSL,Chanel Rouge Setting Powder,45.36,1483,534,77.28,6.357142857,24222.24,124572
La Prairie,Latin America,Lima,Art/Design District,Standalone Pop-Up,6/26/24,8/9/24,44,LE-L4SZ6WHC,La Prairie Éclat Serum,287.41,615,1960,84.78,44.54545455,563323.6,27060
Hermès Beauty,Latin America,Lima,Department Store Atrium,Standalone Pop-Up,5/22/25,7/24/25,63,LE-H9T01DQC,Hermès Beauty Opulence Fragrance,329.34,1621,827,50.83,13.12698413,272364.18,102123
Rare Beauty,Asia-Pacific,Shanghai,Department Store Atrium,Mobile Pop-Up Truck,5/16/24,6/30/24,45,LE-MC3CNUV4,Rare Beauty Pearl Primer,35.71,1217,2032,75.4,45.15555556,72562.72,54765
Bobbi Brown,Europe,Paris,Department Store Atrium,Shop-in-Shop,6/27/24,8/2/24,36,LE-WU6S975H,Bobbi Brown Noir Foundation,65.8,853,515,83.06,14.30555556,33887,30708
Hermès Beauty,Latin America,Mexico City,High-Street,Mall Kiosk,5/7/24,6/28/24,52,LE-QW3BETZK,Hermès Beauty Velvet Highlighter,73.71,1191,1104,47.24,21.23076923,81375.84,61932
Fenty Beauty,Europe,Paris,High-Street,Standalone Pop-Up,2/19/24,2/24/24,5,LE-GORHC6LK,Fenty Beauty Mirage Lipstick,56.45,1783,2795,59.93,559,157777.75,8915
Givenchy Beauty,Latin America,Lima,Department Store Atrium,Flash Event,6/11/25,6/20/25,9,LE-RYZ0IPYS,Givenchy Beauty Lumière Primer,81.72,805,232,80.28,25.77777778,18959.04,7245
Rare Beauty,Latin America,São Paulo,Luxury Mall,Standalone Pop-Up,1/22/25,4/12/25,80,LE-ONY0QB7B,Rare Beauty Opulence Eyeshadow Palette,108.78,1931,3243,92.26,40.5375,352773.54,154480
Hourglass,Europe,Paris,Art/Design District,Flash Event,6/2/24,8/2/24,61,LE-JOA6RX46,Hourglass Rouge Serum,229.98,952,1477,56.16,24.21311475,339680.46,58072
Chanel,Asia-Pacific,Seoul,High-Street,Flash Event,1/16/25,1/27/25,11,LE-J1EPF3IT,Chanel Satin Eyeshadow Palette,129.93,1032,1340,56.61,121.8181818,174106.2,11352
YSL Beauty,Europe,London,Department Store Atrium,Shop-in-Shop,8/7/24,10/27/24,81,LE-17NHD4K2,YSL Beauty Rouge Serum,198.85,1648,1645,78.97,20.30864198,327108.25,133488
Estée Lauder,Europe,Madrid,Airport Duty-Free,Mall Kiosk,8/19/24,9/1/24,13,LE-UU7F4W1O,Estée Lauder Éclat Primer,41.97,1072,2576,61.22,198.1538462,108114.72,13936
Valentino Beauty,North America,Chicago,Art/Design District,Mobile Pop-Up Truck,6/7/24,8/28/24,82,LE-EXFIWFL1,Valentino Beauty Rouge Eyeshadow Palette,71.47,1211,2277,71.09,27.76829268,162737.19,99302
Shiseido,Middle East,Dubai,Luxury Mall,Flash Event,4/15/24,5/23/24,38,LE-SET7065J,Shiseido Glow Highlighter,42.92,1919,2181,93.44,57.39473684,93608.52,72922
Charlotte Tilbury,Europe,Milan,Department Store Atrium,Flash Event,3/20/24,5/19/24,60,LE-G6CYWIIE,Charlotte Tilbury Pearl Primer,41.58,640,2488,73.03,41.46666667,103451.04,38400
Huda Beauty,Middle East,Riyadh,Airport Duty-Free,Flash Event,6/5/24,8/25/24,81,LE-O580CBUV,Huda Beauty Glow Foundation,51.97,1994,1323,49.96,16.33333333,68756.31,161514
Huda Beauty,North America,New York,Department Store Atrium,Flash Event,6/22/24,8/5/24,44,LE-8H6KSAMT,Huda Beauty Satin Foundation,113.86,1850,1141,59.46,25.93181818,129914.26,81400
Charlotte Tilbury,Latin America,Lima,Department Store Atrium,Mall Kiosk,3/28/24,4/6/24,9,LE-XLX8SH7C,Charlotte Tilbury Velvet Mascara,60.78,595,1588,93.19,176.4444444,96518.64,5355
Estée Lauder,Asia-Pacific,Seoul,Luxury Mall,Standalone Pop-Up,4/27/24,7/10/24,74,LE-APOLUZT2,Estée Lauder Éclat Eyeshadow Palette,70.82,1803,1358,65.79,18.35135135,96173.56,133422
Bobbi Brown,Latin America,Bogotá,Art/Design District,Mall Kiosk,11/3/24,12/8/24,35,LE-WRNC55IA,Bobbi Brown Opulence Mascara,56.32,985,1322,80.22,37.77142857,74455.04,34475
Tom Ford Beauty,Europe,Madrid,Art/Design District,Standalone Pop-Up,1/16/25,2/17/25,32,LE-D5IY54XY,Tom Ford Beauty Velvet Fragrance,208.77,526,2483,58.22,77.59375,518375.91,16832
YSL Beauty,North America,Los Angeles,Airport Duty-Free,Mobile Pop-Up Truck,3/19/24,6/11/24,84,LE-IW3O8A8C,YSL Beauty Opulence Fragrance,96.47,1458,3219,81.19,38.32142857,310536.93,122472
MAC Cosmetics,North America,Miami,Department Store Atrium,Standalone Pop-Up,9/20/24,10/27/24,37,LE-FX9PDI7W,MAC Cosmetics Pearl Foundation,57.82,1695,442,69.94,11.94594595,25556.44,62715
Pat McGrath Labs,Europe,London,High-Street,Standalone Pop-Up,5/22/25,6/7/25,16,LE-WE5HE83C,Pat McGrath Labs Rouge Foundation,95.57,1639,218,51.29,13.625,20834.26,26224
Estée Lauder,Europe,Paris,Department Store Atrium,Standalone Pop-Up,2/19/24,5/19/24,90,LE-0YDHOELP,Estée Lauder Velvet Primer,82.96,1550,1827,55.94,20.3,151567.92,139500
Huda Beauty,Latin America,Buenos Aires,Airport Duty-Free,Standalone Pop-Up,11/14/24,11/24/24,10,LE-ARD3E4GN,Huda Beauty Satin Lipstick,73.72,1377,1573,69.36,157.3,115961.56,13770
Estée Lauder,Latin America,São Paulo,Airport Duty-Free,Flash Event,9/3/24,10/25/24,52,LE-A0RMRFL2,Estée Lauder Satin Setting Powder,43.05,2472,1149,73.42,22.09615385,49464.45,128544
Givenchy Beauty,Middle East,Dubai,Airport Duty-Free,Flash Event,4/3/24,4/9/24,6,LE-O5VT3JJI,Givenchy Beauty Satin Setting Powder,56.9,1622,1608,60.75,268,91495.2,9732
Rare Beauty,Latin America,São Paulo,Airport Duty-Free,Shop-in-Shop,6/1/25,6/20/25,19,LE-K55JL2LR,Rare Beauty Éclat Fragrance,342.12,1014,4090,88.93,215.2631579,1399270.8,19266
Givenchy Beauty,Latin America,Mexico City,Department Store Atrium,Shop-in-Shop,2/5/25,2/16/25,11,LE-Z1L50XOL,Givenchy Beauty Glow Primer,35.08,851,954,53.78,86.72727273,33466.32,9361
Clé de Peau Beauté,Asia-Pacific,Seoul,Luxury Mall,Mall Kiosk,5/9/25,5/24/25,15,LE-24GIJCSH,Clé de Peau Beauté Velvet Mascara,71.78,2032,1071,54.67,71.4,76876.38,30480
Lancôme,Asia-Pacific,Hong Kong,Department Store Atrium,Mobile Pop-Up Truck,12/8/24,2/12/25,66,LE-CHLX64LG,Lancôme Opulence Mascara,34.45,1126,1507,92.06,22.83333333,51916.15,74316
Pat McGrath Labs,Latin America,São Paulo,Airport Duty-Free,Mall Kiosk,4/11/25,6/4/25,54,LE-8S0KIREI,Pat McGrath Labs Rouge Foundation,118.33,1932,1426,57.41,26.40740741,168738.58,104328
Shiseido,North America,Unknown,High-Street,Mall Kiosk,7/16/25,7/21/25,5,LE-Z7RJRQ3N,Shiseido Velvet Mascara,71.54,1636,479,83.45,95.8,34267.66,8180
Charlotte Tilbury,Asia-Pacific,Tokyo,High-Street,Flash Event,5/16/24,7/15/24,60,LE-XWZKYWF9,Charlotte Tilbury Mirage Foundation,50.57,1607,2540,90.42,42.33333333,128447.8,96420
Sisley-Paris,Asia-Pacific,Seoul,High-Street,Shop-in-Shop,7/12/25,8/8/25,27,LE-NBR0BESG,Sisley-Paris Noir Fragrance,152.01,2310,1996,69.14,73.92592593,303411.96,62370
Tom Ford Beauty,Europe,Madrid,Art/Design District,Flash Event,6/4/24,7/27/24,53,LE-S5RCD8C1,Tom Ford Beauty Satin Foundation,79.1,1056,2744,61.36,51.77358491,217050.4,55968
Sisley-Paris,North America,Los Angeles,Department Store Atrium,Mall Kiosk,7/29/24,9/17/24,50,LE-SA4B6GXM,Sisley-Paris Noir Eyeshadow Palette,137.57,716,4242,90.84,84.84,583571.94,35800
Armani Beauty,Asia-Pacific,Singapore,Department Store Atrium,Standalone Pop-Up,4/5/25,7/2/25,88,LE-VSCPN1YR,Armani Beauty Éclat Primer,79.23,1667,3323,95.93,37.76136364,263281.29,146696
Guerlain,Europe,Paris,Art/Design District,Flash Event,3/31/24,5/15/24,45,LE-3CKXG638,Guerlain Pearl Blush,63.21,861,1347,58.36,29.93333333,85143.87,38745
Huda Beauty,Asia-Pacific,Singapore,High-Street,Standalone Pop-Up,1/27/25,4/23/25,86,LE-6DP3NEH2,Huda Beauty Opulence Eyeshadow Palette,142.88,3048,528,82.76,6.139534884,75440.64,262128
Chanel,Latin America,Mexico City,High-Street,Mobile Pop-Up Truck,2/5/25,3/10/25,33,LE-II5CL56E,Chanel Lumière Setting Powder,80.84,1469,3824,88.52,115.8787879,309132.16,48477
Guerlain,Middle East,Jeddah,Airport Duty-Free,Shop-in-Shop,9/26/24,10/14/24,18,LE-SYLKSLIO,Guerlain Opulence Fragrance,146.9,1814,141,65.28,7.833333333,20712.9,32652
Hermès Beauty,Latin America,Bogotá,High-Street,Flash Event,4/13/25,6/14/25,62,LE-I34BH206,Hermès Beauty Éclat Serum,231.77,1103,1852,56.55,29.87096774,429238.04,68386
